product_id,sales_year,sales_week of year,sales_product_quantity
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
242,2020,1,2802
242,2020,2,9155
242,2020,3,9120
242,2020,4,7616
242,2020,5,6534
242,2020,6,5061
242,2020,7,1262
242,2020,8,7287
242,2020,9,9815
242,2020,10,3049
242,2020,11,6423
242,2020,12,5548
242,2020,13,4108
242,2020,14,8158
242,2020,15,8400
242,2020,16,4170
242,2020,17,3255
242,2020,18,2154
242,2020,19,5499
242,2020,20,7295
242,2020,21,7197
242,2020,22,2648
242,2020,23,6539
242,2020,24,5199
242,2020,25,9445
242,2020,26,3557
242,2020,27,6592
242,2020,28,1098
242,2020,29,3200
242,2020,30,3961
242,2020,31,5973
242,2020,32,5433
242,2020,33,3869
242,2020,34,1956
242,2020,35,9352
242,2020,36,6699
242,2020,37,7944
242,2020,38,5493
242,2020,39,5911
242,2020,40,4987
242,2020,41,7015
242,2020,42,2218
242,2020,43,5496
242,2020,44,5735
242,2020,45,5555
242,2020,46,9050
242,2020,47,4446
242,2020,48,2045
242,2020,49,7893
242,2020,50,2693
242,2020,51,4436
242,2020,52,9754
242,2019,1,6895
242,2019,2,4354
242,2019,3,1225
242,2019,4,5893
242,2019,5,8022
242,2019,6,6600
242,2019,7,8996
242,2019,8,8683
242,2019,9,5642
242,2019,10,8679
242,2019,11,9208
242,2019,12,8339
242,2019,13,3205
242,2019,14,2069
242,2019,15,4444
242,2019,16,2060
242,2019,17,3327
242,2019,18,4420
242,2019,19,1301
242,2019,20,1606
242,2019,21,4170
242,2019,22,1699
242,2019,23,6088
242,2019,24,1190
242,2019,25,1980
242,2019,26,3975
242,2019,27,7102
242,2019,28,2184
242,2019,29,4327
242,2019,30,4394
242,2019,31,9319
242,2019,32,2816
242,2019,33,6854
242,2019,34,7709
242,2019,35,1569
242,2019,36,6442
242,2019,37,2895
242,2019,38,3733
242,2019,39,4863
242,2019,40,8455
242,2019,41,5014
242,2019,42,2686
242,2019,43,4009
242,2019,44,8806
242,2019,45,1154
242,2019,46,2409
242,2019,47,1784
242,2019,48,9096
242,2019,49,8560
242,2019,50,8343
242,2019,51,8206
242,2019,52,6596
2021,2021,1,6801
2021,2021,2,3806
2021,2021,3,1537
2021,2021,4,6986
2021,2021,5,2841
2021,2021,6,9716
2021,2021,7,7971
2021,2021,8,6625
2021,2021,9,3950
2021,2021,10,8992
2021,2021,11,5780
2021,2021,12,3368
2021,2021,13,7655
2021,2021,14,9173
2021,2021,15,5495
2021,2021,16,7002
2021,2021,17,7614
2021,2021,18,6919
2021,2021,19,1853
2021,2021,20,5146
2021,2021,21,4769
2021,2021,22,1574
2021,2021,23,2148
2021,2021,24,7293
2021,2021,25,7457
2021,2021,26,8509
2021,2021,27,5777
2021,2021,28,4854
2021,2021,29,3491
2021,2021,30,4124
2021,2021,31,6691
2021,2021,32,4051
2021,2021,33,1004
2021,2021,34,6222
2021,2021,35,6315
2021,2021,36,5869
2021,2021,37,1876
2021,2021,38,8027
2021,2021,39,5142
2021,2021,40,7966
2021,2021,41,8079
2021,2021,42,8987
2021,2021,43,7799
2021,2021,44,5465
2021,2021,45,1635
2021,2021,46,2693
2021,2021,47,5752
2021,2021,48,9311
2021,2021,49,1830
2021,2021,50,6177
2021,2021,51,9932
2021,2021,52,9308
2021,2022,1,6949
2021,2022,2,3838
2021,2022,3,2150
2021,2022,4,8560
2021,2022,5,2931
2021,2022,6,2664
2021,2022,7,2081
2021,2022,8,1512
2021,2022,9,8805
2021,2022,10,6237
2021,2022,11,1559
2021,2022,12,4672
2021,2022,13,8404
2021,2022,14,4343
2021,2022,15,5070
2021,2022,16,1580
2021,2022,17,8004
2021,2022,18,9130
2021,2022,19,4147
2021,2022,20,5249
2021,2022,21,2679
2021,2022,22,4506
2021,2022,23,8253
2021,2022,24,3744
2021,2022,25,6188
2021,2022,26,3141
2021,2022,27,7617
2021,2022,28,3479
2021,2022,29,7484
2021,2022,30,8421
2021,2022,31,5452
2021,2022,32,6881
2021,2022,33,7665
2021,2022,34,3849
2021,2022,35,8390
2021,2022,36,7905
2021,2022,37,3489
2021,2022,38,5611
2021,2022,39,3839
2021,2022,40,9527
2021,2022,41,6878
2021,2022,42,7303
2021,2022,43,1851
2021,2022,44,2687
2021,2022,45,7833
2021,2022,46,3427
2021,2022,47,5000
2021,2022,48,6052
2021,2022,49,3738
2021,2022,50,6732
2021,2022,51,6387
2021,2022,52,9002
2021,2023,1,6536
2021,2023,2,4913
2021,2023,3,2066
2021,2023,4,8723
2021,2023,5,5380
2021,2023,6,5107
2021,2023,7,6726
2021,2023,8,4373
2021,2023,9,9945
2021,2023,10,3082
2021,2023,11,9967
2021,2023,12,7748
2021,2023,13,1417
2021,2023,14,9306
2021,2023,15,9808
2021,2023,16,4974
2021,2023,17,4267
2021,2023,18,1825
2021,2023,19,8668
2021,2023,20,6745
2021,2023,21,1412
2021,2023,22,8543
2021,2023,23,8587
2021,2023,24,1728
2021,2023,25,8164
2021,2023,26,9867
2021,2023,27,6988
2021,2023,28,3504
2021,2023,29,3967
2021,2023,30,3786
2021,2023,31,2122
2021,2023,32,5079
2021,2023,33,2571
2021,2023,34,6073
2021,2023,35,6104
2021,2023,36,3143
2021,2023,37,7806
2021,2023,38,8357
2021,2023,39,4440
2021,2023,40,4766
2021,2023,41,6644
2021,2023,42,3914
2021,2023,43,5968
2021,2023,44,6917
2021,2023,45,9787
2021,2023,46,1728
2021,2023,47,2365
2021,2023,48,5492
2021,2023,49,1698
2021,2023,50,8186
2021,2023,51,1395
2021,2023,52,8400
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
2021,2020,1,8419
2021,2020,2,4486
2021,2020,3,2810
2021,2020,4,7588
2021,2020,5,3923
2021,2020,6,6301
2021,2020,7,5186
2021,2020,8,9905
2021,2020,9,6977
2021,2020,10,5268
2021,2020,11,5748
2021,2020,12,5849
2021,2020,13,4709
2021,2020,14,7619
2021,2020,15,9647
2021,2020,16,4072
2021,2020,17,7530
2021,2020,18,1504
2021,2020,19,2214
2021,2020,20,2531
2021,2020,21,8576
2021,2020,22,1823
2021,2020,23,1928
2021,2020,24,6029
2021,2020,25,1133
2021,2020,26,3105
2021,2020,27,4627
2021,2020,28,7316
2021,2020,29,2852
2021,2020,30,5910
2021,2020,31,5175
2021,2020,32,6348
2021,2020,33,7190
2021,2020,34,2256
2021,2020,35,4376
2021,2020,36,6645
2021,2020,37,4486
2021,2020,38,4584
2021,2020,39,9053
2021,2020,40,4330
2021,2020,41,3703
2021,2020,42,9662
2021,2020,43,9120
2021,2020,44,8114
2021,2020,45,2353
2021,2020,46,6063
2021,2020,47,9549
2021,2020,48,8575
2021,2020,49,1667
2021,2020,50,5468
2021,2020,51,7819
2021,2020,52,4719
2021,2019,1,3745
2021,2019,2,8483
2021,2019,3,1539
2021,2019,4,5964
2021,2019,5,5835
2021,2019,6,4775
2021,2019,7,7042
2021,2019,8,8102
2021,2019,9,8312
2021,2019,10,6320
2021,2019,11,7132
2021,2019,12,8891
2021,2019,13,3779
2021,2019,14,1924
2021,2019,15,2581
2021,2019,16,8714
2021,2019,17,4324
2021,2019,18,6713
2021,2019,19,8026
2021,2019,20,1255
2021,2019,21,5804
2021,2019,22,2838
2021,2019,23,1009
2021,2019,24,3871
2021,2019,25,9989
2021,2019,26,8409
2021,2019,27,8418
2021,2019,28,6124
2021,2019,29,2015
2021,2019,30,3193
2021,2019,31,9415
2021,2019,32,8449
2021,2019,33,5158
2021,2019,34,4925
2021,2019,35,7970
2021,2019,36,7938
2021,2019,37,5784
2021,2019,38,5000
2021,2019,39,2633
2021,2019,40,8266
2021,2019,41,9702
2021,2019,42,1384
2021,2019,43,1404
2021,2019,44,9175
2021,2019,45,3000
2021,2019,46,6989
2021,2019,47,2460
2021,2019,48,8190
2021,2019,49,8140
2021,2019,50,4636
2021,2019,51,5809
2021,2019,52,5178
2062,2021,1,8245
2062,2021,2,7600
2062,2021,3,6997
2062,2021,4,3048
2062,2021,5,5780
2062,2021,6,1716
2062,2021,7,8939
2062,2021,8,6565
2062,2021,9,5544
2062,2021,10,5976
2062,2021,11,4419
2062,2021,12,8239
2062,2021,13,1249
2062,2021,14,9865
2062,2021,15,1770
2062,2021,16,5363
2062,2021,17,2077
2062,2021,18,9427
2062,2021,19,9580
2062,2021,20,8901
2062,2021,21,5858
2062,2021,22,7544
2062,2021,23,5719
2062,2021,24,3814
2062,2021,25,4374
2062,2021,26,2252
2062,2021,27,7996
2062,2021,28,5673
2062,2021,29,5530
2062,2021,30,7881
2062,2021,31,7949
2062,2021,32,7241
2062,2021,33,9017
2062,2021,34,7941
2062,2021,35,8002
2062,2021,36,2331
2062,2021,37,5261
2062,2021,38,8648
2062,2021,39,6115
2062,2021,40,5637
2062,2021,41,5854
2062,2021,42,4177
2062,2021,43,8730
2062,2021,44,3180
2062,2021,45,5892
2062,2021,46,8043
2062,2021,47,1137
2062,2021,48,7327
2062,2021,49,4472
2062,2021,50,6449
2062,2021,51,3832
2062,2021,52,4579
2062,2022,1,6971
2062,2022,2,5164
2062,2022,3,8941
2062,2022,4,6569
2062,2022,5,5300
2062,2022,6,7269
2062,2022,7,4818
2062,2022,8,2906
2062,2022,9,7254
2062,2022,10,1760
2062,2022,11,8830
2062,2022,12,8350
2062,2022,13,7238
2062,2022,14,7090
2062,2022,15,7031
2062,2022,16,8687
2062,2022,17,9472
2062,2022,18,2887
2062,2022,19,4266
2062,2022,20,1666
2062,2022,21,5188
2062,2022,22,1671
2062,2022,23,7777
2062,2022,24,8570
2062,2022,25,8956
2062,2022,26,6124
2062,2022,27,6585
2062,2022,28,5777
2062,2022,29,4900
2062,2022,30,7677
2062,2022,31,7981
2062,2022,32,7376
2062,2022,33,1523
2062,2022,34,3393
2062,2022,35,3593
2062,2022,36,8240
2062,2022,37,7937
2062,2022,38,7190
2062,2022,39,6240
2062,2022,40,7493
2062,2022,41,3878
2062,2022,42,5143
2062,2022,43,4644
2062,2022,44,5432
2062,2022,45,2276
2062,2022,46,6811
2062,2022,47,1302
2062,2022,48,1638
2062,2022,49,1055
2062,2022,50,9717
2062,2022,51,9150
2062,2022,52,3125
2062,2023,1,1364
2062,2023,2,7809
2062,2023,3,5621
2062,2023,4,6126
2062,2023,5,6122
2062,2023,6,2646
2062,2023,7,1918
2062,2023,8,3797
2062,2023,9,7506
2062,2023,10,6870
2062,2023,11,2531
2062,2023,12,9172
2062,2023,13,4345
2062,2023,14,8673
2062,2023,15,7949
2062,2023,16,7882
2062,2023,17,2906
2062,2023,18,4086
2062,2023,19,9152
2062,2023,20,6750
2062,2023,21,9905
2062,2023,22,2062
2062,2023,23,2976
2062,2023,24,2296
2062,2023,25,7229
2062,2023,26,8641
2062,2023,27,1125
2062,2023,28,5632
2062,2023,29,7288
2062,2023,30,4596
2062,2023,31,7168
2062,2023,32,8561
2062,2023,33,9258
2062,2023,34,1232
2062,2023,35,7371
2062,2023,36,5206
2062,2023,37,8943
2062,2023,38,7891
2062,2023,39,7738
2062,2023,40,3472
2062,2023,41,3739
2062,2023,42,6401
2062,2023,43,2761
2062,2023,44,1876
2062,2023,45,4812
2062,2023,46,2460
2062,2023,47,2733
2062,2023,48,2605
2062,2023,49,6622
2062,2023,50,7767
2062,2023,51,7986
2062,2023,52,4517
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
2062,2020,1,3635
2062,2020,2,9162
2062,2020,3,3560
2062,2020,4,6415
2062,2020,5,4391
2062,2020,6,6951
2062,2020,7,6468
2062,2020,8,9007
2062,2020,9,7413
2062,2020,10,7941
2062,2020,11,5820
2062,2020,12,3898
2062,2020,13,8546
2062,2020,14,1077
2062,2020,15,8577
2062,2020,16,5227
2062,2020,17,1600
2062,2020,18,2065
2062,2020,19,3136
2062,2020,20,7943
2062,2020,21,8804
2062,2020,22,7565
2062,2020,23,6984
2062,2020,24,6142
2062,2020,25,5670
2062,2020,26,3190
2062,2020,27,3712
2062,2020,28,3192
2062,2020,29,2248
2062,2020,30,5033
2062,2020,31,2997
2062,2020,32,4687
2062,2020,33,5018
2062,2020,34,2970
2062,2020,35,9389
2062,2020,36,6765
2062,2020,37,2202
2062,2020,38,9135
2062,2020,39,6567
2062,2020,40,8667
2062,2020,41,6742
2062,2020,42,6788
2062,2020,43,6408
2062,2020,44,9669
2062,2020,45,1922
2062,2020,46,1419
2062,2020,47,3204
2062,2020,48,2120
2062,2020,49,1950
2062,2020,50,3336
2062,2020,51,6373
2062,2020,52,3243
2062,2019,1,3645
2062,2019,2,5612
2062,2019,3,2865
2062,2019,4,7028
2062,2019,5,8326
2062,2019,6,7371
2062,2019,7,7359
2062,2019,8,8863
2062,2019,9,4228
2062,2019,10,4719
2062,2019,11,3371
2062,2019,12,3891
2062,2019,13,4756
2062,2019,14,5225
2062,2019,15,1094
2062,2019,16,3674
2062,2019,17,7898
2062,2019,18,1793
2062,2019,19,3116
2062,2019,20,6779
2062,2019,21,7166
2062,2019,22,1814
2062,2019,23,1345
2062,2019,24,9554
2062,2019,25,3443
2062,2019,26,8783
2062,2019,27,1984
2062,2019,28,8790
2062,2019,29,1827
2062,2019,30,4531
2062,2019,31,8147
2062,2019,32,5451
2062,2019,33,4876
2062,2019,34,6959
2062,2019,35,1126
2062,2019,36,4177
2062,2019,37,9795
2062,2019,38,7024
2062,2019,39,6109
2062,2019,40,5146
2062,2019,41,8196
2062,2019,42,4368
2062,2019,43,4797
2062,2019,44,2792
2062,2019,45,6732
2062,2019,46,4476
2062,2019,47,4417
2062,2019,48,2645
2062,2019,49,4030
2062,2019,50,3872
2062,2019,51,4072
2062,2019,52,2854
2745,2021,1,5021
2745,2021,2,5662
2745,2021,3,7514
2745,2021,4,6031
2745,2021,5,3708
2745,2021,6,8112
2745,2021,7,9393
2745,2021,8,4507
2745,2021,9,7456
2745,2021,10,5212
2745,2021,11,8970
2745,2021,12,9766
2745,2021,13,1536
2745,2021,14,2625
2745,2021,15,8973
2745,2021,16,9577
2745,2021,17,9070
2745,2021,18,9666
2745,2021,19,9609
2745,2021,20,7490
2745,2021,21,4600
2745,2021,22,7783
2745,2021,23,5971
2745,2021,24,2205
2745,2021,25,2990
2745,2021,26,6299
2745,2021,27,4572
2745,2021,28,6975
2745,2021,29,7320
2745,2021,30,5380
2745,2021,31,5757
2745,2021,32,3713
2745,2021,33,6588
2745,2021,34,1966
2745,2021,35,5944
2745,2021,36,4432
2745,2021,37,1688
2745,2021,38,5243
2745,2021,39,4701
2745,2021,40,9533
2745,2021,41,6182
2745,2021,42,7704
2745,2021,43,5422
2745,2021,44,2759
2745,2021,45,3482
2745,2021,46,9058
2745,2021,47,1951
2745,2021,48,9914
2745,2021,49,3079
2745,2021,50,3717
2745,2021,51,5524
2745,2021,52,9477
2745,2022,1,8311
2745,2022,2,8186
2745,2022,3,3065
2745,2022,4,1768
2745,2022,5,6490
2745,2022,6,7645
2745,2022,7,6083
2745,2022,8,6232
2745,2022,9,6797
2745,2022,10,5926
2745,2022,11,7016
2745,2022,12,4335
2745,2022,13,9038
2745,2022,14,5873
2745,2022,15,2481
2745,2022,16,7305
2745,2022,17,4451
2745,2022,18,1054
2745,2022,19,8643
2745,2022,20,4462
2745,2022,21,1832
2745,2022,22,6954
2745,2022,23,9519
2745,2022,24,8221
2745,2022,25,4310
2745,2022,26,4300
2745,2022,27,7722
2745,2022,28,8218
2745,2022,29,8776
2745,2022,30,4675
2745,2022,31,4054
2745,2022,32,8970
2745,2022,33,3143
2745,2022,34,6207
2745,2022,35,3538
2745,2022,36,5547
2745,2022,37,6619
2745,2022,38,9356
2745,2022,39,7612
2745,2022,40,6005
2745,2022,41,1822
2745,2022,42,1943
2745,2022,43,7150
2745,2022,44,5425
2745,2022,45,9966
2745,2022,46,3198
2745,2022,47,5242
2745,2022,48,4695
2745,2022,49,4452
2745,2022,50,2308
2745,2022,51,5177
2745,2022,52,9705
2745,2023,1,7852
2745,2023,2,7035
2745,2023,3,4594
2745,2023,4,5841
2745,2023,5,2409
2745,2023,6,5566
2745,2023,7,5491
2745,2023,8,2555
2745,2023,9,1804
2745,2023,10,2279
2745,2023,11,8083
2745,2023,12,6986
2745,2023,13,6619
2745,2023,14,2387
2745,2023,15,3679
2745,2023,16,3106
2745,2023,17,9173
2745,2023,18,5223
2745,2023,19,5831
2745,2023,20,3768
2745,2023,21,4186
2745,2023,22,3573
2745,2023,23,3599
2745,2023,24,5033
2745,2023,25,9428
2745,2023,26,2304
2745,2023,27,8368
2745,2023,28,6877
2745,2023,29,2301
2745,2023,30,3541
2745,2023,31,3051
2745,2023,32,7809
2745,2023,33,9633
2745,2023,34,9996
2745,2023,35,1074
2745,2023,36,7981
2745,2023,37,6475
2745,2023,38,9232
2745,2023,39,8184
2745,2023,40,6796
2745,2023,41,8141
2745,2023,42,2622
2745,2023,43,9041
2745,2023,44,1341
2745,2023,45,3074
2745,2023,46,8992
2745,2023,47,1645
2745,2023,48,5263
2745,2023,49,9801
2745,2023,50,7136
2745,2023,51,9646
2745,2023,52,3969
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
2745,2020,1,3322
2745,2020,2,5090
2745,2020,3,7960
2745,2020,4,4004
2745,2020,5,6136
2745,2020,6,1329
2745,2020,7,4640
2745,2020,8,8982
2745,2020,9,5107
2745,2020,10,2341
2745,2020,11,9407
2745,2020,12,1338
2745,2020,13,6895
2745,2020,14,3708
2745,2020,15,2750
2745,2020,16,6604
2745,2020,17,3421
2745,2020,18,8119
2745,2020,19,9901
2745,2020,20,6319
2745,2020,21,7609
2745,2020,22,6387
2745,2020,23,4993
2745,2020,24,9680
2745,2020,25,9044
2745,2020,26,9238
2745,2020,27,5873
2745,2020,28,5806
2745,2020,29,9592
2745,2020,30,6913
2745,2020,31,8124
2745,2020,32,4157
2745,2020,33,1390
2745,2020,34,5430
2745,2020,35,9820
2745,2020,36,8686
2745,2020,37,5232
2745,2020,38,9007
2745,2020,39,2521
2745,2020,40,2500
2745,2020,41,7737
2745,2020,42,4294
2745,2020,43,6085
2745,2020,44,3419
2745,2020,45,4042
2745,2020,46,5497
2745,2020,47,2466
2745,2020,48,4561
2745,2020,49,1614
2745,2020,50,6392
2745,2020,51,8693
2745,2020,52,4223
2745,2019,1,8138
2745,2019,2,3667
2745,2019,3,8980
2745,2019,4,1130
2745,2019,5,3983
2745,2019,6,5278
2745,2019,7,8126
2745,2019,8,9230
2745,2019,9,8694
2745,2019,10,7640
2745,2019,11,6468
2745,2019,12,1920
2745,2019,13,8564
2745,2019,14,9684
2745,2019,15,9502
2745,2019,16,9930
2745,2019,17,4241
2745,2019,18,1545
2745,2019,19,5346
2745,2019,20,4810
2745,2019,21,8206
2745,2019,22,3032
2745,2019,23,9436
2745,2019,24,1271
2745,2019,25,4511
2745,2019,26,2771
2745,2019,27,5361
2745,2019,28,8069
2745,2019,29,1920
2745,2019,30,9190
2745,2019,31,4430
2745,2019,32,5435
2745,2019,33,4760
2745,2019,34,3050
2745,2019,35,2165
2745,2019,36,9567
2745,2019,37,3033
2745,2019,38,7467
2745,2019,39,1145
2745,2019,40,5388
2745,2019,41,8832
2745,2019,42,9623
2745,2019,43,9896
2745,2019,44,9173
2745,2019,45,3632
2745,2019,46,5494
2745,2019,47,9056
2745,2019,48,8511
2745,2019,49,2828
2745,2019,50,5805
2745,2019,51,1806
2745,2019,52,8486
3359,2021,1,9202
3359,2021,2,2868
3359,2021,3,8878
3359,2021,4,6690
3359,2021,5,8827
3359,2021,6,6429
3359,2021,7,4564
3359,2021,8,2389
3359,2021,9,8274
3359,2021,10,1824
3359,2021,11,3265
3359,2021,12,1936
3359,2021,13,7402
3359,2021,14,4845
3359,2021,15,2796
3359,2021,16,9245
3359,2021,17,8214
3359,2021,18,1726
3359,2021,19,3736
3359,2021,20,2913
3359,2021,21,8657
3359,2021,22,3466
3359,2021,23,8312
3359,2021,24,9194
3359,2021,25,8906
3359,2021,26,5876
3359,2021,27,8287
3359,2021,28,1892
3359,2021,29,5675
3359,2021,30,2933
3359,2021,31,2380
3359,2021,32,2290
3359,2021,33,2640
3359,2021,34,8490
3359,2021,35,2218
3359,2021,36,6016
3359,2021,37,7881
3359,2021,38,1954
3359,2021,39,8291
3359,2021,40,1974
3359,2021,41,5133
3359,2021,42,6370
3359,2021,43,4972
3359,2021,44,6295
3359,2021,45,9228
3359,2021,46,4020
3359,2021,47,9987
3359,2021,48,5036
3359,2021,49,6068
3359,2021,50,6233
3359,2021,51,1317
3359,2021,52,3396
3359,2022,1,3162
3359,2022,2,3745
3359,2022,3,2591
3359,2022,4,7183
3359,2022,5,4930
3359,2022,6,2312
3359,2022,7,5311
3359,2022,8,8314
3359,2022,9,3383
3359,2022,10,4239
3359,2022,11,3139
3359,2022,12,2704
3359,2022,13,7924
3359,2022,14,1362
3359,2022,15,3604
3359,2022,16,5286
3359,2022,17,4738
3359,2022,18,3469
3359,2022,19,5795
3359,2022,20,7150
3359,2022,21,1556
3359,2022,22,3808
3359,2022,23,6150
3359,2022,24,8561
3359,2022,25,3719
3359,2022,26,7506
3359,2022,27,4741
3359,2022,28,4998
3359,2022,29,3403
3359,2022,30,9780
3359,2022,31,1294
3359,2022,32,6343
3359,2022,33,2136
3359,2022,34,3064
3359,2022,35,8009
3359,2022,36,5543
3359,2022,37,2007
3359,2022,38,6445
3359,2022,39,6352
3359,2022,40,2435
3359,2022,41,1571
3359,2022,42,3382
3359,2022,43,6084
3359,2022,44,1277
3359,2022,45,8059
3359,2022,46,2887
3359,2022,47,2265
3359,2022,48,8491
3359,2022,49,2040
3359,2022,50,9073
3359,2022,51,3752
3359,2022,52,9213
3359,2023,1,5569
3359,2023,2,7353
3359,2023,3,3353
3359,2023,4,8437
3359,2023,5,5799
3359,2023,6,1686
3359,2023,7,9476
3359,2023,8,5811
3359,2023,9,9954
3359,2023,10,6346
3359,2023,11,6043
3359,2023,12,3428
3359,2023,13,6126
3359,2023,14,9220
3359,2023,15,8813
3359,2023,16,4356
3359,2023,17,9707
3359,2023,18,8266
3359,2023,19,7540
3359,2023,20,1038
3359,2023,21,4342
3359,2023,22,3844
3359,2023,23,2098
3359,2023,24,8027
3359,2023,25,2823
3359,2023,26,4155
3359,2023,27,4093
3359,2023,28,6658
3359,2023,29,4778
3359,2023,30,3896
3359,2023,31,1988
3359,2023,32,5116
3359,2023,33,7446
3359,2023,34,5179
3359,2023,35,2682
3359,2023,36,6626
3359,2023,37,8424
3359,2023,38,1933
3359,2023,39,4598
3359,2023,40,2980
3359,2023,41,4056
3359,2023,42,9984
3359,2023,43,1791
3359,2023,44,6390
3359,2023,45,7635
3359,2023,46,3255
3359,2023,47,4610
3359,2023,48,2607
3359,2023,49,6179
3359,2023,50,7573
3359,2023,51,1984
3359,2023,52,6776
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
3359,2020,1,2949
